Activity Type,Max Heart Rate,Elapsed Time,Moving Time,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate.1,Average Heart Rate,Max Watts,Average Watts,Calories,Commute.1,Average Elapsed Speed,Hour_of_Day,Month,Distance_km,Day_of_Week_Friday,Day_of_Week_Monday,Day_of_Week_Saturday,Day_of_Week_Sunday,Day_of_Week_Thursday,Day_of_Week_Tuesday,Day_of_Week_Wednesday
Walk,-1.444327416,-0.04828208465,-0.1546554362,-0.01793607627,-0.2568844539,-0.1783284483,-0.1942254331,-0.64661241,-0.4112652048,-0.513188769,0.1360264535,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,-0.6465064573,-1.11052289,0.9877814547,-0.1897430955,0,0,0,1,0,0,0
Ride,-1.444327416,-0.3592181786,-0.4520071377,-0.4048909479,-0.1282699763,-0.2919556775,-0.3204379191,-1.610779066,-1.084568543,0.291516278,0.8050446591,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,0.5163050434,0.2737719195,0.9877814547,-0.2836666516,0,0,1,0,0,0,0
Walk,-1.444327416,-0.3551641301,-0.4460201907,0.1685178636,-0.02062086802,-0.2583312933,-0.2861169799,-1.008942555,-0.8238094466,-0.3825101716,0.393341148,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,0.5949147761,0.2737719195,0.9877814547,-0.2773812503,0,0,1,0,0,0,0
Run,-1.444327416,-0.2816255754,-0.2589993698,-0.2326165188,-0.04844030048,0.17066947,0.1312699257,-1.672190955,-0.570834204,1.151243892,0.1874893924,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,0.4509670838,0.2737719195,0.9877814547,-0.1915304134,0,0,1,0,0,0,0
Run,-1.444327416,-0.3187719736,-0.3636283961,0.672089272,-0.001671399528,-0.02527952728,-0.04587040562,-1.573931933,-0.7459709105,0.09205947149,-0.121288241,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,0.453008895,0.4468087707,0.9877814547,-0.2359527106,0,0,1,0,0,0,0
Walk,-1.444327416,0.8781151438,0.5555105162,3.145685037,3.147972172,2.997436662,2.778410751,-2.531957401,0.02073867103,1.371334162,0.1874893924,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,1.664823865,-1.456596593,0.9877814547,2.374209125,0,0,0,0,0,0,1
Walk,-1.444327416,-0.1133354215,-0.186870913,1.088595834,-0.06577704825,0.3387913908,0.3615523563,-1.543225989,-0.2011011571,1.495134938,-0.01836236317,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,-0.3953636749,0.4468087707,1.222600037,-0.1615183669,0,0,0,0,0,1,0
Walk,-1.444327416,0.2888639045,1.359757065,0.2073458696,-0.2004392286,1.093600842,1.015864455,-2.673204745,-0.4852118142,1.749614312,0.1360264535,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,0.2284096587,0.9659193244,-0.6559486223,0.3772164861,0,0,0,0,1,0,0
Walk,-1.444327416,0.2499261826,0.8748143568,0.1039812121,-0.2141473547,0.3515454676,0.3073031299,-1.573931933,-0.5280230091,1.639569177,0.1360264535,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,-0.08194564966,0.9659193244,-0.4211300398,0.187291617,0,0,0,0,0,1,0
Walk,-1.444327416,0.2723648698,1.39396819,-0.3691108742,-0.2552717332,0.1521180857,0.1168772737,-1.942403267,-0.5980776917,1.247533385,0.1360264535,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,0.1528626428,0.7928824732,-0.4211300398,0.3222117775,0,0,0,0,1,0,0
Walk,-1.444327416,0.6079080955,1.726386296,0.2077434259,-0.2584971746,1.225779456,1.142076941,-2.427557189,-0.633105033,1.639569177,0.1874893924,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,-0.1360536475,0.7928824732,-0.4211300398,0.4273433063,0,1,0,0,0,0,0
Walk,-1.444327416,0.4486688406,1.238592661,0.2099962454,-0.2742212016,0.2645858534,0.2242685996,-1.942403267,-0.5864019113,1.639569177,0.1360264535,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,-0.2289560589,0.7928824732,-0.4211300398,0.2497732722,0,0,0,0,0,1,0
Walk,-1.444327416,0.2529431489,0.761632549,1.156180418,-0.3395363909,-0.05078768078,-0.07686996359,-1.377413888,-0.7615386177,0.6491629656,0.1360264535,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,-0.3800500906,1.138956176,-0.4211300398,0.04442533895,0,1,0,0,0,0,0
Run,-1.444327416,-0.2665407437,-0.1971342507,-0.3465826796,-0.00247775989,-0.3615233688,-0.3735800185,-1.193178222,-1.123487811,-1.187215219,0.1360264535,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,0.6857753763,0.4468087707,0.7529628723,-0.153743534,0,0,1,0,0,0,0
Walk,-1.444327416,0.0209195809,0.1207441262,0.640284762,-0.2008424088,-0.07165798818,-0.07686996359,-1.322143188,-0.8666206416,0.3465388453,0.1360264535,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,-0.3555483557,0.4468087707,0.7529628723,-0.07645692885,0,0,1,0,0,0,0
Walk,-1.444327416,-0.04347379454,-0.4240680516,0.4087744329,0.1910487268,-0.1864446789,-0.2639744385,-2.409133623,-1.053433128,1.543279685,0.5991929035,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,-0.9119419184,0.619845622,0.7529628723,-0.2562611103,0,1,0,0,0,0,0
Run,-1.444327416,-0.2936934408,-0.2555782572,-0.3015262904,0.1878232854,-0.3615233688,-0.3735800185,-1.193178222,-1.170190933,-1.558617548,0.1360264535,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,1.300360559,1.311993027,0.7529628723,-0.1523807041,0,1,0,0,0,0,0
Run,-1.444327416,-0.29331632,-0.2572888135,-0.1981616329,0.2075791142,-0.3615233688,-0.3735800185,-1.193178222,-1.170190933,-1.579251011,0.1360264535,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,1.321799577,0.619845622,0.7529628723,-0.1503103942,0,0,0,0,0,1,0
Run,-1.444327416,-0.2640894585,-0.1740417408,-0.0444398346,0.1164603934,-0.3615233688,-0.3735800185,-1.205460599,-1.154623225,-1.510472802,0.1360264535,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,1.0716777,0.7928824732,0.7529628723,-0.117155647,0,0,0,0,0,0,1
Run,-1.444327416,-0.1911165851,-0.09307540982,-0.2511691496,0.08501233931,-0.3615233688,-0.3735800185,-1.03350731,-1.069000836,-1.579251011,0.1360264535,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,0.4795524411,0.619845622,0.7529628723,-0.07915280002,0,1,0,0,0,0,0
Run,-1.444327416,-0.1878167781,-0.1070449528,-0.2511691496,0.1136381321,-0.3615233688,-0.3735800185,-1.199319411,-1.154623225,-1.49671716,0.1360264535,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,0.4489252725,0.619845622,0.7529628723,-0.07958473519,0,0,0,0,0,1,0
Walk,-1.444327416,-0.1746175504,-0.05544317147,0.368621239,-0.2500303908,-0.3615233688,-0.3735800185,-1.137907522,-1.123487811,-1.187215219,0.1360264535,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,-0.14013727,1.311993027,0.7529628723,-0.155158494,0,0,0,0,0,0,1
Run,-1.444327416,-0.2465533417,-0.1364095025,-0.2352668946,0.1821787628,-0.3325368308,-0.3425804605,-1.260731299,-1.123487811,-1.352282921,0.1360264535,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,1.148245622,0.9659193244,0.7529628723,-0.0801134834,0,0,1,0,0,0,0
Run,-1.444327416,-0.3476217142,-0.4209320318,-0.1716578746,0.09952682582,-0.1632554485,-0.1820470353,-1.444966966,-1.135163591,0.04391472509,0.1360264535,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,0.9889843453,0.619845622,0.9877814547,-0.2590537946,0,0,0,0,1,0,0
Run,-1.444327416,-0.2889794309,-0.2416087142,-0.2909247871,0.1970964295,-0.3615233688,-0.3735800185,-1.193178222,-1.123487811,-0.7057677546,0.1360264535,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,1.321799577,0.9659193244,0.9877814547,-0.1422153335,1,0,0,0,0,0,0
Run,-1.444327416,-0.2919963972,-0.2598546479,-0.2670714046,0.1942741683,-0.3615233688,-0.3735800185,-1.266872488,-1.213002128,-1.565495369,0.1360264535,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,1.225834449,0.9659193244,0.9877814547,-0.1540041846,0,0,0,0,0,1,0
Walk,-1.444327416,-0.1241776443,0.08396716604,0.5518947279,-0.1935851655,0.09298554802,0.05266390365,-1.211601788,0.2970654745,1.701469566,0.1360264535,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,0.01810310106,1.138956176,0.9877814547,-0.0872329664,0,0,0,0,0,0,1
Run,-1.444327416,-0.3246173459,-0.348803575,-0.3280300488,0.0184876095,-0.3615233688,-0.3735800185,-1.193178222,-1.123487811,-0.9533693076,0.1360264535,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,0.8695383878,0.619845622,0.9877814547,-0.226636316,0,0,0,0,0,0,1
Ride,-1.444327416,5.685933856,1.742351488,4.4373457,6.60403268,7.766301905,7.266703895,-1.389696266,1.550265907,1.013687474,0.1360264535,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,1.187040035,-1.975707146,0.9877814547,10.40622962,0,0,0,1,0,0,0
Ride,-1.444327416,1.986944556,0.1726310003,2.836518696,5.33119285,2.888447279,3.036371359,-2.863581601,-0.7381870568,0.002647799601,0.1360264535,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,0.3580646724,-1.975707146,0.9877814547,2.356000824,0,1,0,0,0,0,0
Walk,-1.444327416,1.597755897,-0.4175109192,0.3239624062,-0.01618588603,-0.2073149863,-0.209725212,-1.180895844,-0.5319149359,0.2502493525,0.393341148,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,-1.070182289,-1.975707146,0.9877814547,-0.2633954876,0,1,0,0,0,0,0
Ride,-1.444327416,9.533225908,0.5680545957,2.889526213,3.605178497,2.58466836,2.785053514,-2.009956345,0.409931352,0.9242758022,0.08456351461,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,-0.7016353607,-1.975707146,0.9877814547,2.722602069,0,0,0,0,0,1,0
Ride,-1.444327416,3.568872003,3.320624757,2.87892471,1.00184407,5.152875633,5.111127489,-2.280168656,0.409931352,1.474501475,0.1360264535,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,0.3366256544,-1.975707146,0.9877814547,4.070939804,0,0,0,0,1,0,0
Walk,-1.444327416,-0.315189326,-0.3336936611,-0.3969398204,-0.2875261476,-0.2722448316,-0.319330792,0.5939077467,0.1569561094,-0.59572262,0.1874893924,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,0.0150403842,-1.975707146,0.9877814547,-0.2520534661,1,0,0,0,0,0,0
Walk,-1.444327416,-0.1339827849,-0.4554282503,0.3478157887,-0.1048855258,-0.3615233688,-0.3735800185,-1.211601788,-1.123487811,-0.994636233,0.2389523313,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,-0.9925934623,-1.975707146,0.9877814547,-0.2843964731,1,0,0,0,0,0,0
Walk,-1.444327416,0.04062414234,-0.4528624158,-0.1281917109,-0.1512512466,-0.2073149863,-0.2108323391,-1.475672911,-0.4034813512,0.374050129,-0.06982530207,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,-1.03751331,-1.975707146,0.9877814547,-0.2847315952,1,0,0,0,0,0,0
Workout,-1.444327416,-0.1866854157,-0.5004728992,-0.7043834171,3.024599036,-0.3615233688,-0.3735800185,0.6860255801,-0.01039674345,-1.675540504,0.1360264535,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,-1.091621307,-1.975707146,0.9877814547,-0.3030888395,1,0,0,0,0,0,0
Ride,-1.444327416,0.07032240481,0.4366268542,3.901969781,4.163583047,2.825836357,3.024192961,-2.040662289,0.409931352,1.667080461,0.08456351461,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,7.585055553,-1.975707146,0.9877814547,2.689715419,0,0,1,0,0,0,0
Walk,-1.444327416,3.51022972,0.3776126622,3.271180333,3.640658352,2.983523124,2.513807381,-2.421416001,0.09857720722,1.763369954,0.1874893924,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,-0.2626459443,-1.975707146,0.9877814547,2.203654314,0,0,1,0,0,0,0
Walk,-1.444327416,-0.03253729153,-0.37873831,0.005519749858,-0.3088946972,-0.3615233688,-0.3735800185,-0.6343300322,-0.8432690807,-1.613640115,0.1360264535,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,-0.9609453881,-1.975707146,0.9877814547,-0.2677148392,0,0,0,1,0,0,0
Workout,-1.444327416,-0.1146553442,-0.5007579919,-0.8183495779,-0.7652946617,-0.3615233688,-0.3735800185,0.7351550912,0.02073867103,-1.675540504,0.1360264535,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,-1.096725836,-1.975707146,0.9877814547,-0.3037888723,0,1,0,0,0,0,0
Walk,-1.444327416,-0.3424363033,-0.4485860251,-0.2982133206,-0.3072819765,-0.3615233688,-0.3735800185,0.5509194244,0.02073867103,-0.2999763206,0.1360264535,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,-0.4892869919,-1.975707146,0.9877814547,-0.2883136781,0,1,0,0,0,0,0
Ride,-1.444327416,-0.2288286644,-0.1321331117,2.423060066,4.128103191,0.7017028474,0.6604766653,-2.040662289,-0.5941857649,-0.2518315742,0.1360264535,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,9.213400017,-1.975707146,0.9877814547,0.8649159658,0,0,0,0,0,1,0
Workout,-1.444327416,-0.2594697288,-0.4967666939,-0.6684708246,-0.4012229586,-0.3615233688,-0.3735800185,0.6798843912,-0.01428867026,-1.675540504,0.1360264535,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,-1.086516779,-1.975707146,0.9877814547,-0.3028505304,0,0,0,0,1,0,0
Workout,-1.444327416,-0.1921536672,-0.5007579919,-0.8040375484,-0.7652946617,-0.3615233688,-0.3735800185,0.6184725022,-0.04931601154,-1.675540504,-3.929545719,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,-1.09570493,-1.975707146,0.9877814547,-0.3036920593,1,0,0,0,0,0,0
Run,-1.444327416,-0.338005134,-0.4061072106,-0.2246653913,0.3309522495,-0.3244206001,-0.3304020627,0.4772251577,0.02073867103,-1.359160742,0.1360264535,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,1.229918072,-1.975707146,0.9877814547,-0.2365708247,0,0,1,0,0,0,0
Walk,-1.444327416,-0.217703601,-0.3744619193,0.9418975318,-0.1524607871,-0.2803610623,-0.302723886,0.5877665578,0.1297126217,-0.3825101716,0.08456351461,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,-0.6853008708,-1.975707146,0.9877814547,-0.2536397107,0,0,1,0,0,0,0
Walk,-1.444327416,-0.2859624646,-0.321719767,0.5333420971,-0.2109219133,-0.2873178314,-0.3237593003,0.4710839688,0.164739963,-0.5269444108,0.2389523313,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,-0.1666808161,-1.975707146,0.9877814547,-0.239460322,0,0,0,1,0,0,0
Ride,-1.444327416,2.071702454,-0.2296348202,4.59636825,5.146133147,0.2135695464,0.3294456713,-1.064213255,0.3087412549,-0.7057677546,0.1360264535,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,-0.5484995178,-1.975707146,0.9877814547,0.7345907017,0,0,0,1,0,0,0
Workout,-1.444327416,3.962963232,12.61778328,-0.8183495779,-0.7652946617,-0.3615233688,-0.3735800185,-1.266872488,-1.248029469,-1.675540504,0.1360264535,,,0,0,-0.02382295238,-1.460064043,0,0,-0.9375336219,0,-1.096725836,-1.975707146,1.222600037,-0.3037888723,0,0,0,1,0,0,0
